github.com/AlDanial/cloc v 2.08  T=0.58 s (1210.2 files/s, 159417.6 lines/s)
--------------------------------------------------------------------------------------------------------------
File                                                                       blank        comment           code
./TS/lessons/lesson4.json                                                      0              0             18
./TS/lessons/lesson42.json                                                     0              0             18
./TS/lessons/lesson43.json                                                     0              0             18
./TS/lessons/lesson44.json                                                     0              0             18
./TS/lessons/lesson45.json                                                     0              0             18
./TS/lessons/lesson46.json                                                     0              0             18
./TS/lessons/lesson47.json                                                     0              0             18
./TS/lessons/lesson48.json                                                     0              0             18
./TS/lessons/lesson5.json                                                      0              0             18
./TS/lessons/lesson50.json                                                     0              0             18
./TS/lessons/lesson51.json                                                     0              0             18
./TS/lessons/lesson52.json                                                     0              0             18
./TS/lessons/lesson55.json                                                     0              0             18
./TS/lessons/lesson57.json                                                     0              0             18
./TS/lessons/lesson6.json                                                      0              0             18
./TS/lessons/lesson62.json                                                     0              0             18
./TS/lessons/lesson7.json                                                      0              0             18
./TS/lessons/lesson8.json                                                      0              0             18
./TS/lessons/lesson9.json                                                      0              0             18
./asm/lessons/lesson10.json                                                    0              0             18
./asm/lessons/lesson11.json                                                    0              0             18
./asm/lessons/lesson12.json                                                    0              0             18
./asm/lessons/lesson13.json                                                    0              0             18
./asm/lessons/lesson18.json                                                    0              0             18
./asm/lessons/lesson22.json                                                    0              0             18
./asm/lessons/lesson27.json                                                    0              0             18
./asm/lessons/lesson31.json                                                    0              0             18
./asm/lessons/lesson32.json                                                    0              0             18
./asm/lessons/lesson4.json                                                     0              0             18
./asm/lessons/lesson6.json                                                     0              0             18
./asm/lessons/lesson7.json                                                     0              0             18
./asm/lessons/lesson8.json                                                     0              0             18
./asm/lessons/lesson9.json                                                     0              0             18
./c/lessons/lesson1.json                                                       0              0             18
./c/lessons/lesson6.json                                                       0              0             18
./cpp/lessons/stdlib10.json                                                    0              0             18
./cpp/lessons/stdlib12.json                                                    0              0             18
./cpp/lessons/stdlib14.json                                                    0              0             18
./cpp/lessons/stdlib15.json                                                    0              0             18
./cpp/lessons/stdlib16.json                                                    0              0             18
./cpp/lessons/stdlib17.json                                                    0              0             18
./cpp/lessons/stdlib18.json                                                    0              0             18
./cpp/lessons/stdlib20.json                                                    0              0             18
./cpp/lessons/stdlib21.json                                                    0              0             18
./cpp/lessons/stdlib22.json                                                    0              0             18
./cpp/lessons/stdlib23.json                                                    0              0             18
./cpp/lessons/stdlib26.json                                                    0              0             18
./cpp/lessons/stdlib27.json                                                    0              0             18
./cpp/lessons/stdlib28.json                                                    0              0             18
./cpp/lessons/stdlib34.json                                                    0              0             18
./cpp/lessons/stdlib39.json                                                    0              0             18
./cpp/lessons/stdlib40.json                                                    0              0             18
./cpp/lessons/stdlib43.json                                                    0              0             18
./cpp/lessons/stdlib6.json                                                     0              0             18
./cpp/lessons/stdlib7.json                                                     0              0             18
./cpp/lessons/stdlib9.json                                                     0              0             18
./cpp/solutions/fsaIL.cpp                                                      0              0             18
./cs/chapters.js                                                               0              2             18
./cs/cslessonformat.json                                                       0              0             18
./cs/lessons/lesson1.json                                                      0              0             18
./cs/lessons/lesson15.json                                                     0              0             18
./cs/lessons/lesson16.json                                                     0              0             18
./cs/lessons/lesson17.json                                                     0              0             18
./cs/lessons/lesson18.json                                                     0              0             18
./cs/lessons/lesson6.json                                                      0              0             18
./fortran/lessons/lesson2.json                                                 0              0             18
./fortran/lessons/lesson3.json                                                 0              0             18
./go/lessons/lesson1.json                                                      0              0             18
./go/lessons/lesson2.json                                                      0              0             18
./go/lessons/lesson3.json                                                      0              0             18
./go/lessons/lesson4.json                                                      0              0             18
./go/lessons/lesson5.json                                                      0              0             18
./go/lessons/lesson6.json                                                      0              0             18
./go/lessons/lesson7.json                                                      0              0             18
./haskell/lessons/lesson1.json                                                 0              0             18
./haskell/lessons/lesson2.json                                                 0              0             18
./haskell/lessons/lesson4.json                                                 0              0             18
./learngit/lessons/lesson11.json                                               0              0             18
./learngit/lessons/lesson12.json                                               0              0             18
./learngit/lessons/lesson2.json                                                0              0             18
./learngit/lessons/lesson4.json                                                0              0             18
./learnlinux/lessons/lesson23.json                                             0              0             18
./learnlinux/lessons/lesson32.json                                             0              0             18
./learnlinux/lessons/lesson33.json                                             0              0             18
./learnlinux/lessons/lesson34.json                                             0              0             18
./learnlinux/lessons/lesson35.json                                             0              0             18
./learnlinux/lessons/lesson36.json                                             0              0             18
./learnlinux/lessons/lesson37.json                                             0              0             18
./learnlinux/lessons/lesson38.json                                             0              0             18
./learnlinux/lessons/lesson39.json                                             0              0             18
./learnlinux/lessons/lesson40.json                                             0              0             18
./learnlinux/lessons/lesson41.json                                             0              0             18
./rust/lessons/lesson10.json                                                   0              0             18
./rust/lessons/lesson4.json                                                    0              0             18
./rust/lessons/lesson5.json                                                    0              0             18
./rust/lessons/lesson9.json                                                    0              0             18
./sql/lessons/lesson55.json                                                    0              0             18
./sql/lessons/lesson56.json                                                    0              0             18
./sql/lessons/lesson57.json                                                    0              0             18
./sql/lessons/lesson58.json                                                    0              0             18
./sql/lessons/lesson59.json                                                    0              0             18
./sql/lessons/lesson64.json                                                    0              0             18
./uitest/src/uitest.ts                                                         0              1             18
./uitest/uitest.js                                                             0              2             18
./QuantumC/lessons-qc/lesson19.json                                            0              0             17
./QuantumC/lessons-qc/lesson20.json                                            0              0             17
./TS/lessons/lesson29.json                                                     0              0             17
./TS/lessons/lesson31.json                                                     0              0             17
./TS/lessons/lesson35.json                                                     0              0             17
./TS/lessons/lesson39.json                                                     0              0             17
./TS/lessons/lesson40.json                                                     0              0             17
./TS/lessons/lesson41.json                                                     0              0             17
./c/lessons/lesson2.json                                                       0              0             17
./c/lessons/lesson3.json                                                       0              0             17
./c/lessons/lesson4.json                                                       0              0             17
./cpp/harnesses/harness_ov_run.cpp                                             1              2             17
./cpp/lessons/lesson1.json                                                     0              0             17
./cpp/lessons/lesson2.json                                                     0              0             17
./cpp/lessons/lesson3.json                                                     0              0             17
./cpp/lessons/lesson4.json                                                     0              0             17
./cpp/lessons/lesson5.json                                                     0              0             17
./cpp/lessons/lesson6.json                                                     0              0             17
./cpp/lessons/lesson7.json                                                     0              0             17
./cpp/lessons/lesson8.json                                                     0              0             17
./cpp/lessons/lesson9.json                                                     0              0             17
./cpp/lessons/stdlib11.json                                                    0              0             17
./cpp/lessons/stdlib13.json                                                    0              0             17
./cpp/lessons/stdlib30.json                                                    0              0             17
./cpp/lessons/stdlib31.json                                                    0              0             17
./cs/lessons/lesson2.json                                                      0              0             17
./cs/lessons/lesson26.json                                                     0              0             17
./cs/lessons/lesson3.json                                                      0              0             17
./cs/lessons/lesson4.json                                                      0              0             17
./cs/lessons/lesson5.json                                                      0              0             17
./learngit/lessons/lesson9.json                                                0              0             17
./rust/lessons/lesson1.json                                                    0              0             17
./rust/lessons/lesson2.json                                                    0              0             17
./rust/lessons/lesson3.json                                                    0              0             17
./sql/lessons/lesson61.json                                                    0              0             17
./sql/lessons/lesson62.json                                                    0              0             17
